id_aluna,dt_feed,age_a,motivo_n_dirige,dif_area,tot_aulas,id_inst,nota_inst,nota_escola,feed,nota
8dc7bb64,2024-09-26,34,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),10,Maria Eduarda,5.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
a9826731,2025-04-09,35,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),12,Aline dos Santos,5.0,4.0,Positivo,"Didática excelente da Aline dos Santos, me senti segura desde a primeira aula."
fd6cf647,2025-05-22,34,Medo de ladeiras/subidas,Controle de embreagem (Subidas),13,Sueli Lopes,4.0,,Positivo,"A Sueli Lopes não gritou, não foi irônica. Foi 100% apoio."
1f45865e,2023-11-28,27,Medo de errar e ser julgada,Dirigir à noite / Chuva,18,Sueli Lopes,5.0,5.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
512ef688,2024-04-08,36,Falta de prática (anos sem dirigir),Manobras em geral (Ré),12,Giovana Cordeiro,4.0,4.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
78d16199,2025-09-10,40,Medo de ladeiras/subidas,Controle de embreagem (Subidas),17,Sueli Lopes,,5.0,,"Muito profissional, pontual e paciente. Valeu cada centavo."
31c90aaf,2024-11-23,39,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),9,Maria Eduarda,5.0,4.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
17c2710d,2023-06-14,43,Insegurança em rodovias/velocidade,Manobras em geral (Ré),12,Aline dos Santos,5.0,5.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
c8b36553,2024-08-24,55,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),14,Sueli Lopes,5.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Sueli Lopes.
b426f176,2024-04-06,32,Insegurança em rodovias/velocidade,Manobras em geral (Ré),17,Sueli Lopes,,4.0,,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
5a8b1d5d,2024-11-29,26,Medo de ladeiras/subidas,Dirigir à noite / Chuva,8,Sueli Lopes,4.0,5.0,Positivo,
08b865a1,2025-06-03,47,Trauma (acidente anterior),Controle de embreagem (Subidas),12,Giovana Cordeiro,4.0,4.0,Positivo,"A Giovana Cordeiro não gritou, não foi irônica. Foi 100% apoio."
eae12aa1,2024-12-23,29,Ansiedade geral / Pânico,Manobras em geral (Ré),15,Maria Eduarda,4.0,5.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
934dc180,2023-11-01,44,Ansiedade geral / Pânico,Dirigir em rodovias,10,Giovana Cordeiro,5.0,,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Giovana Cordeiro!
31e1b4ea,2024-10-23,37,Medo de ladeiras/subidas,Controle de embreagem (Subidas),5,Sueli Lopes,2.0,4.0,Negativo,O carro falhou duas vezes na subida. Fiquei mais nervosa do que já estava.
7470b7ce,2024-06-06,25,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),12,Aline dos Santos,4.0,4.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
c42f0a45,2025-09-17,35,Trauma (acidente anterior),Controle de embreagem (Subidas),15,Aline dos Santos,4.0,,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
ab40833f,2025-07-25,22,Medo de ladeiras/subidas,Manobras em geral (Ré),7,Aline dos Santos,3.0,2.0,Negativo,A Aline dos Santos falava muito da vida pessoal dela e pouco sobre direção.
9eff4844,2024-09-12,47,Medo de errar e ser julgada,Controle de embreagem (Subidas),12,Aline dos Santos,4.0,5.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
e3c73bd1,2023-03-05,46,Medo de ladeiras/subidas,Manobras em geral (Ré),7,Fatima Reis,3.0,2.0,Negativo,Não gostei da abordagem. Parecia que ela estava com pressa para terminar a aula.
20b6a76e,2023-12-11,23,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),9,Aline dos Santos,,4.0,,Finalmente fiz minha rota para o trabalho. Obrigada Aline dos Santos por toda a paciência!
ac8ed9a3,2024-02-15,34,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,19,Aline dos Santos,4.0,4.0,Positivo,Consegui vencer meu trauma. A Aline dos Santos foi fundamental nesse processo.
8e3a0f56,2025-01-03,22,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),11,Maria Eduarda,5.0,4.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
8f63dd39,2023-08-09,43,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),16,Maria Eduarda,4.0,5.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
9c08f12b,2023-05-26,22,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,15,Giovana Cordeiro,5.0,4.0,Positivo,A Giovana Cordeiro me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
4124d400,2023-07-15,55,Medo de errar e ser julgada,Controle de embreagem (Subidas),10,Aline dos Santos,4.0,5.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Aline dos Santos funciona. Estou feliz!"
b00b433d,2024-06-10,32,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),9,Giovana Cordeiro,4.0,4.0,Positivo,Consegui vencer meu trauma. A Giovana Cordeiro foi fundamental nesse processo.
0d9c1472,2023-11-21,53,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),17,Sueli Lopes,4.0,5.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Sueli Lopes funciona. Estou feliz!"
1c1b58f2,2023-04-10,41,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),14,Aline dos Santos,5.0,5.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Aline dos Santos.
ab33d188,2023-02-11,24,Ansiedade geral / Pânico,Dirigir em rodovias,12,Giovana Cordeiro,4.0,4.0,Positivo,
bccee9dd,2025-04-05,42,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),14,Sueli Lopes,,5.0,,Consegui vencer meu trauma. A Sueli Lopes foi fundamental nesse processo.
b6d1ef3f,2023-08-22,35,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),19,Sueli Lopes,4.0,5.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Sueli Lopes!
8aa69325,2023-09-29,49,Medo de ladeiras/subidas,Dirigir em rodovias,11,Maria Eduarda,5.0,4.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Maria Eduarda por toda a paciência!
93f3323e,2023-05-17,22,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),3,Fatima Reis,2.0,4.0,Negativo,O carro falhou duas vezes na subida. Fiquei mais nervosa do que já estava.
a039b500,2023-05-23,43,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),11,Maria Eduarda,5.0,5.0,Positivo,
15374941,2023-12-17,50,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,10,Giovana Cordeiro,4.0,4.0,Positivo,A instrutora Giovana Cordeiro me deu dicas que vou levar para a vida.
a98868b1,2023-09-16,39,Medo de errar e ser julgada,Manobras em geral (Ré),9,Fatima Reis,3.0,2.0,Negativo,O carro falhou duas vezes na subida. Fiquei mais nervosa do que já estava.
a6d193c3,2023-10-07,47,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,8,Aline dos Santos,5.0,5.0,Positivo,"A instrutora Aline dos Santos é calma, simpática e passa muita tranquilidade."
212fb2ff,2024-02-25,29,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,17,Sueli Lopes,5.0,5.0,Positivo,"Didática excelente da Sueli Lopes, me senti segura desde a primeira aula."
5e5bc146,2025-06-13,46,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,10,Aline dos Santos,5.0,5.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Aline dos Santos por toda a paciência!
bd880e9a,2025-05-03,52,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),15,Sueli Lopes,5.0,5.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
57455932,2023-08-17,52,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),19,Sueli Lopes,4.0,4.0,Positivo,A Sueli Lopes me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
c4644e16,2023-10-03,31,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),3,Fatima Reis,2.0,4.0,Negativo,
c019c25b,2023-03-16,49,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),5,Fatima Reis,3.0,2.0,Negativo,Terminei o pacote de aulas me sentindo mais insegura do que comecei.
fa45e7d5,2025-01-09,29,Trauma (acidente anterior),Dirigir em rodovias,19,Aline dos Santos,5.0,5.0,Positivo,O método de ensino é progressivo e respeita o limite da aluna.
2a3e3ff7,2023-10-07,53,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),19,Giovana Cordeiro,4.0,5.0,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
f668d07f,2025-07-29,43,Ansiedade geral / Pânico,Dirigir à noite / Chuva,12,Fatima Reis,4.0,5.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
6e25c3ac,2023-02-01,52,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),14,Sueli Lopes,4.0,5.0,Positivo,"A Sueli Lopes não gritou, não foi irônica. Foi 100% apoio."
2d11294b,2025-07-21,29,Ansiedade geral / Pânico,Dirigir à noite / Chuva,8,Aline dos Santos,5.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Aline dos Santos.
5d98c218,2024-05-20,52,Trauma (acidente anterior),Controle de embreagem (Subidas),14,Aline dos Santos,4.0,4.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
6c66e666,2024-01-15,28,Trauma (acidente anterior),Dirigir à noite / Chuva,20,Giovana Cordeiro,,5.0,,A instrutora Giovana Cordeiro tem uma energia ótima e tornou as aulas leves e divertidas.
ac873b34,2023-10-16,28,Trânsito intenso / Agressividade,Dirigir em rodovias,13,Sueli Lopes,5.0,4.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
db1832dc,2023-10-14,49,Insegurança em rodovias/velocidade,Manobras em geral (Ré),9,Maria Eduarda,2.0,2.0,Negativo,
7c8c5d99,2024-10-12,40,Insegurança em rodovias/velocidade,Dirigir em rodovias,19,Aline dos Santos,5.0,,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
b7d6d37b,2023-09-15,22,Medo de errar e ser julgada,Dirigir em rodovias,5,Fatima Reis,2.0,4.0,Negativo,"Paguei por 60 minutos, mas a aula com a Fatima Reis terminou 10 minutos antes."
89193b6d,2025-10-05,33,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,18,Sueli Lopes,4.0,4.0,Positivo,"Em apenas 5 aulas com a Sueli Lopes, minha evolução foi gigantesca."
354eb5e3,2024-07-01,53,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),9,Aline dos Santos,5.0,,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
8af7b0a5,2023-01-11,52,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),12,Aline dos Santos,5.0,4.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
e6413963,2025-08-30,39,Ansiedade geral / Pânico,Dirigir à noite / Chuva,14,Giovana Cordeiro,4.0,4.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
0a837acd,2024-06-12,44,Ansiedade geral / Pânico,Dirigir em rodovias,12,Maria Eduarda,,5.0,,"Em apenas 5 aulas com a Maria Eduarda, minha evolução foi gigantesca."
ac20070b,2023-02-11,38,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),10,Giovana Cordeiro,,4.0,,"O carro da aula era novo, limpo e muito fácil de dirigir."
70651038,2023-11-24,54,Trânsito intenso / Agressividade,Manobras em geral (Ré),20,Sueli Lopes,4.0,4.0,Positivo,Consegui vencer meu trauma. A Sueli Lopes foi fundamental nesse processo.
dfea26b9,2024-04-01,48,Medo de ladeiras/subidas,Dirigir em rodovias,12,Sueli Lopes,5.0,4.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
8722b6ac,2023-05-25,55,Trauma (acidente anterior),Controle de embreagem (Subidas),17,Aline dos Santos,,,,O carro com direção hidráulica e ar fez toda a diferença.
655f1d4b,2024-03-21,24,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),15,Fatima Reis,5.0,4.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
398822e6,2025-10-23,35,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),5,Fatima Reis,2.0,3.0,Negativo,
6b594490,2025-01-15,30,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),5,Fatima Reis,,4.0,,"A didática da Fatima Reis era confusa, ela falava muito rápido."
e80a5ea7,2023-02-19,33,Ansiedade geral / Pânico,Dirigir em rodovias,11,Aline dos Santos,,4.0,,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
67c9209b,2025-05-05,29,Medo de errar e ser julgada,Dirigir em rodovias,14,Giovana Cordeiro,4.0,,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
c7b9cb63,2025-04-06,30,Ansiedade geral / Pânico,Controle de embreagem (Subidas),11,Giovana Cordeiro,,5.0,,"Aulas focadas no que eu realmente precisava, sem enrolação."
8211276d,2023-06-09,48,Trânsito intenso / Agressividade,Manobras em geral (Ré),14,Maria Eduarda,5.0,4.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
13523137,2023-03-20,48,Insegurança em rodovias/velocidade,Dirigir em rodovias,18,Sueli Lopes,4.0,4.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
92c77bf0,2025-10-08,55,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),10,Maria Eduarda,4.0,,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
c46ad306,2025-11-02,27,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),5,Fatima Reis,3.0,4.0,Negativo,
316bb527,2025-11-03,53,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),8,Fatima Reis,2.0,4.0,Negativo,Senti que fui enrolada. Fiz 10 aulas e aprendi menos do que em 2 com uma amiga.
9fa78de5,2024-04-14,52,Ansiedade geral / Pânico,Dirigir à noite / Chuva,19,Sueli Lopes,4.0,4.0,Positivo,A instrutora Sueli Lopes foi incrível! Super paciente e me devolveu a confiança.
eeb84677,2024-09-09,46,Trânsito intenso / Agressividade,Manobras em geral (Ré),16,Maria Eduarda,,4.0,,O método de ensino é progressivo e respeita o limite da aluna.
f817a160,2025-01-09,24,Trauma (acidente anterior),Controle de embreagem (Subidas),16,Fatima Reis,5.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
de91a1bd,2025-05-10,39,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),16,Sueli Lopes,4.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Sueli Lopes.
d7556aa0,2023-05-06,43,Medo de errar e ser julgada,Dirigir em rodovias,6,Fatima Reis,2.0,3.0,Negativo,"Paguei por 60 minutos, mas a aula com a Fatima Reis terminou 10 minutos antes."
652867f8,2023-09-17,33,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,14,Aline dos Santos,,4.0,,A instrutora Aline dos Santos me deu dicas que vou levar para a vida.
4b2f4fd1,2025-08-22,23,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),10,Aline dos Santos,3.0,2.0,Negativo,"Ela não me ensinou a estacionar direito, só ficamos andando pelo bairro."
cc9d4cff,2025-03-22,22,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),6,Fatima Reis,3.0,4.0,Negativo,"A Fatima Reis é boa, mas a escola é desorganizada para marcar as aulas."
4a9aa70f,2023-02-21,45,Insegurança em rodovias/velocidade,Dirigir em rodovias,8,Maria Eduarda,5.0,4.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
ac2a6c08,2025-01-27,22,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),18,Sueli Lopes,4.0,5.0,Positivo,"Em apenas 5 aulas com a Sueli Lopes, minha evolução foi gigantesca."
32303b05,2024-08-03,39,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),11,Maria Eduarda,,5.0,,"A Maria Eduarda não gritou, não foi irônica. Foi 100% apoio."
756f8d86,2025-02-11,39,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),13,Aline dos Santos,5.0,4.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
c524b1fc,2024-09-17,35,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,20,Aline dos Santos,5.0,4.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Aline dos Santos funciona. Estou feliz!"
718630e1,2024-08-14,44,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),17,Sueli Lopes,5.0,4.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
5ace74d1,2025-10-11,24,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),10,Fatima Reis,3.0,2.0,Negativo,"A didática da Fatima Reis era confusa, ela falava muito rápido."
fb8e2a1d,2024-12-15,50,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),17,Fatima Reis,5.0,4.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Fatima Reis foram perfeitas."
5cd1125c,2024-04-11,36,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),20,Maria Eduarda,4.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
88f98e7d,2025-01-04,54,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),12,Sueli Lopes,5.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
ce330065,2024-06-20,46,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),9,Giovana Cordeiro,4.0,5.0,Positivo,Consegui vencer meu trauma. A Giovana Cordeiro foi fundamental nesse processo.
be7ec2fd,2024-05-07,45,Falta de prática (anos sem dirigir),Dirigir em rodovias,13,Maria Eduarda,5.0,5.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
70f9a747,2023-03-18,33,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),20,Maria Eduarda,5.0,5.0,Positivo,"A instrutora Maria Eduarda é calma, simpática e passa muita tranquilidade."
c89d496a,2023-07-20,26,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),11,Sueli Lopes,4.0,5.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
f36b4013,2025-08-11,22,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),11,Aline dos Santos,5.0,4.0,Positivo,
e35f50fa,2023-03-07,22,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),13,Maria Eduarda,4.0,5.0,Positivo,
d3f8b7f4,2024-11-10,43,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),8,Giovana Cordeiro,5.0,5.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
18cbe3e4,2024-05-28,44,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,17,Aline dos Santos,4.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
e9fbbaf9,2024-07-06,39,Insegurança em rodovias/velocidade,Manobras em geral (Ré),8,Sueli Lopes,4.0,4.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
37a35c34,2023-01-25,36,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),3,Maria Eduarda,2.0,4.0,Negativo,O preço é muito alto pelo que oferece. A aula atrasou 15 minutos.
763646d3,2025-10-20,53,Insegurança em rodovias/velocidade,Dirigir em rodovias,10,Aline dos Santos,4.0,5.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
7bbad04d,2023-08-24,42,Medo de ladeiras/subidas,Dirigir em rodovias,16,Aline dos Santos,4.0,4.0,Positivo,
d23badfe,2025-01-22,41,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,19,Giovana Cordeiro,4.0,5.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Giovana Cordeiro por toda a paciência!
ed3b6a49,2024-03-24,29,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),11,Maria Eduarda,5.0,4.0,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
a6ffddfb,2023-12-08,55,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),15,Aline dos Santos,4.0,5.0,Positivo,A instrutora Aline dos Santos foi incrível! Super paciente e me devolveu a confiança.
7f0af3c2,2024-06-30,37,Medo de errar e ser julgada,Dirigir em rodovias,15,Aline dos Santos,4.0,5.0,Positivo,A instrutora Aline dos Santos me deu dicas que vou levar para a vida.
22465bff,2025-04-23,49,Medo de errar e ser julgada,Dirigir em rodovias,8,Fatima Reis,2.0,2.0,Negativo,Tentei reagendar e o atendimento da escola foi muito inflexível.
e969ab46,2023-07-01,24,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,14,Aline dos Santos,5.0,4.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
9f14f11e,2024-06-29,39,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),12,Maria Eduarda,5.0,4.0,Positivo,A instrutora Maria Eduarda me deu dicas que vou levar para a vida.
9e88ef5c,2025-03-12,39,Falta de prática (anos sem dirigir),Manobras em geral (Ré),14,Aline dos Santos,5.0,5.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Aline dos Santos por toda a paciência!
3592b1d3,2025-10-27,23,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,13,Maria Eduarda,4.0,4.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Maria Eduarda por toda a paciência!
5f7ea4ae,2023-04-29,36,Ansiedade geral / Pânico,Controle de embreagem (Subidas),10,Fatima Reis,2.0,4.0,Negativo,"A Fatima Reis ficava freando o carro por mim, não me deixou aprender."
309092f5,2024-10-14,52,Medo de errar e ser julgada,Controle de embreagem (Subidas),15,Giovana Cordeiro,4.0,5.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
866d101d,2023-12-07,50,Ansiedade geral / Pânico,Dirigir à noite / Chuva,19,Aline dos Santos,5.0,4.0,Positivo,O método de ensino é progressivo e respeita o limite da aluna.
06220dfc,2023-06-25,54,Trauma (acidente anterior),Dirigir à noite / Chuva,4,Fatima Reis,3.0,4.0,Negativo,A Fatima Reis falava muito da vida pessoal dela e pouco sobre direção.
be773a6b,2023-08-19,46,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),14,Giovana Cordeiro,,4.0,,"Valeu o investimento, hoje tenho minha independência."
547fdc0f,2024-03-17,51,Ansiedade geral / Pânico,Controle de embreagem (Subidas),14,Maria Eduarda,4.0,5.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
68d82631,2023-12-17,28,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,15,Aline dos Santos,4.0,5.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
de8f99b7,2024-07-03,40,Medo de ladeiras/subidas,Dirigir à noite / Chuva,8,Fatima Reis,1.0,4.0,Negativo,"A instrutora Fatima Reis criticou como eu segurava o volante o tempo todo, de forma grosseira."
450321df,2024-03-03,26,Trauma (acidente anterior),Dirigir à noite / Chuva,17,Giovana Cordeiro,5.0,5.0,Positivo,A instrutora Giovana Cordeiro me deu dicas que vou levar para a vida.
4d3076f3,2024-11-12,44,Ansiedade geral / Pânico,Controle de embreagem (Subidas),16,Sueli Lopes,,5.0,,"Muito profissional, pontual e paciente. Valeu cada centavo."
1139f857,2025-08-05,35,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,15,Giovana Cordeiro,5.0,4.0,Positivo,A Giovana Cordeiro me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
5cb74170,2023-05-13,30,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),16,Maria Eduarda,5.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Maria Eduarda.
24dc6556,2023-10-28,35,Medo de errar e ser julgada,Dirigir em rodovias,11,Sueli Lopes,4.0,4.0,Positivo,O método de ensino é progressivo e respeita o limite da aluna.
1ddfd94d,2023-10-31,40,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),9,Fatima Reis,2.0,3.0,Negativo,"A instrutora Fatima Reis criticou como eu segurava o volante o tempo todo, de forma grosseira."
36a3713f,2025-05-09,44,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,7,Aline dos Santos,3.0,4.0,Negativo,
15ddbe63,2023-03-15,30,Medo de ladeiras/subidas,Manobras em geral (Ré),5,Fatima Reis,1.0,3.0,Negativo,O carro fedia a cigarro.
9087da78,2023-10-11,41,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),7,Fatima Reis,,4.0,,Instrutora Fatima Reis chegou atrasada e não pareceu se importar.
4a618919,2025-08-28,24,Medo de errar e ser julgada,Controle de embreagem (Subidas),12,Sueli Lopes,4.0,4.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Sueli Lopes!
f596e721,2025-11-05,49,Trauma (acidente anterior),Dirigir em rodovias,8,Giovana Cordeiro,5.0,4.0,Positivo,A Giovana Cordeiro me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
fd35b955,2025-07-09,26,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),13,Sueli Lopes,4.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
fee58076,2024-11-25,24,Insegurança em rodovias/velocidade,Manobras em geral (Ré),12,Giovana Cordeiro,5.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
083cfe78,2025-11-07,37,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),13,Giovana Cordeiro,4.0,5.0,Positivo,
7eab3c16,2023-02-14,39,Ansiedade geral / Pânico,Manobras em geral (Ré),14,Maria Eduarda,4.0,5.0,Positivo,A instrutora Maria Eduarda foi incrível! Super paciente e me devolveu a confiança.
535c0d45,2023-04-25,30,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),6,Fatima Reis,1.0,2.0,Negativo,Tentei reagendar e o atendimento da escola foi muito inflexível.
2fafd72d,2023-03-22,24,Ansiedade geral / Pânico,Manobras em geral (Ré),6,Sueli Lopes,2.0,3.0,Negativo,Não senti segurança no método da Sueli Lopes. Muito fraco.
47471f67,2024-01-12,45,Insegurança em rodovias/velocidade,Manobras em geral (Ré),12,Aline dos Santos,5.0,4.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
7ebc89b3,2023-11-01,36,Medo de errar e ser julgada,Controle de embreagem (Subidas),10,Sueli Lopes,4.0,4.0,Positivo,A instrutora Sueli Lopes me deu dicas que vou levar para a vida.
dc582a0d,2024-11-02,41,Insegurança em rodovias/velocidade,Manobras em geral (Ré),20,Giovana Cordeiro,4.0,,Positivo,"Em apenas 5 aulas com a Giovana Cordeiro, minha evolução foi gigantesca."
